AREACD,P50
E01031856,325000
E01031855,335000
E01031857,237500
E01031858,290000
E01031859,219500
E01031860,210000
E01031861,328750
E01031862,234500
E01031863,495000
E01031864,540000
E01031865,438000
E01031866,465000
E01031867,240000
E01031868,365000
E01031870,290000
E01031869,275000
E01031871,450000
E01031872,260000
E01031873,466500
E01031874,435000
E01032693,275000
E01032692,234500
E01032689,295000
E01031876,380000
E01031877,575000
E01031878,240000
E01032698,236995
E01031880,205000
E01032697,145000
E01031879,
E01031882,332500
E01031883,332500
E01031884,509500
E01031887,553500
E01031885,410000
E01031886,425000
E01031888,503000
E01031890,325000
E01031889,325500
E01031891,440000
E01031893,466500
E01031894,525000
E01031892,390000
E01031895,220000
E01031896,179475
E01031897,200000
E01031898,185000
E01032691,226000
E01031900,230000
E01031902,238498
E01031901,217500
E01031903,246000
E01031904,379995
E01031906,226500
E01031907,228200
E01031905,350000
E01031909,265000
E01031908,206500
E01031911,200000
E01031910,255000
E01031912,175000
E01031913,272000
E01031914,310000
E01031915,243000
E01031916,216000
E01031917,169000
E01031918,270000
E01031920,263750
E01031919,337500
E01031924,214750
E01031922,182500
E01031921,259975
E01031923,230000
E01031925,315995
E01031926,230000
E01031927,331250
E01031928,170000
E01031930,219000
E01031929,420000
E01031931,309000
E01031932,280000
E01031933,390000
E01031934,285000
E01031936,220000
E01031935,316250
E01031938,342500
E01031937,360000
E01031939,480000
E01031940,475000
E01031942,475000
E01031941,385000
E01031944,207500
E01031946,
E01032699,275000
E01031948,394950
E01031949,300000
E01031947,255000
E01031951,438750
E01031950,470000
E01031953,291000
E01031952,225000
E01031954,279998
E01031955,280000
E01031956,200000
E01031960,340000
E01031958,482500
E01031957,427500
E01031959,277500
E01031961,380000
E01031962,490500
E01031963,215000
E01031964,230000
E01031965,216000
E01031969,268725
E01031968,317000
E01031966,282500
E01031967,219000
E01031970,340000
E01031971,249000
E01031973,445000
E01031972,515000
E01031976,249950
E01031978,242500
E01031977,299950
E01031974,280000
E01031975,135000
E01031979,237500
E01031983,228500
E01031982,272750
E01031981,202000
E01031980,265000
E01031984,340000
E01031986,260000
E01031985,249000
E01031989,210000
E01031988,
E01032696,330000
E01031990,511000
E01031991,307500
E01031993,288000
E01031995,299995
E01031994,410000
E01031992,482500
E01031997,228000
E01031998,
E01031996,220000
E01031999,250000
E01032000,445250
E01032003,199000
E01032001,308000
E01032002,208650
E01032004,433500
E01032007,279995
E01032006,360000
E01032005,385000
E01032009,321250
E01032008,244000
E01032010,450000
E01032011,294000
E01032012,335000
E01032013,325000
E01032015,186000
E01032014,290950
E01032016,336500
E01032017,350000
E01032019,282000
E01032020,368750
E01032018,371875
E01032021,232000
E01032023,230000
E01032022,273000
E01032025,255000
E01032024,215000
E01032027,485000
E01032026,317000
E01032029,324250
E01032031,410000
E01032030,389950
E01032032,410000
E01032033,375000
E01032034,376500
E01032036,310000
E01032035,315650
E01032037,223000
E01032040,227500
E01032038,218000
E01032039,309950
E01032041,397000
E01032042,375000
E01032043,333000
E01032044,309998
E01032046,332500
E01032045,385000
E01032047,380000
E01032049,355000
E01032050,395000
E01032048,282500
E01032051,420000
E01032054,240498
E01032052,292500
E01032053,225000
E01032055,377500
E01032056,315000
E01032057,375000
E01032058,287500
E01032060,479500
E01032059,527000
E01032061,349750
E01032064,188000
E01032063,254498
E01032065,224000
E01032062,142000
E01032068,240500
E01032066,228750
E01032067,247000
E01032069,262500
E01032071,280000
E01032070,199950
E01032072,240000
E01032073,185000
E01032074,224000
E01032076,385000
E01032075,307000
E01032078,230000
E01032079,239975
E01032080,333750
E01032077,316750
E01032082,430500
E01032081,400000
E01032083,243000
E01032084,320500
E01032087,222000
E01032085,225250
E01032086,165000
E01032091,212000
E01032089,178000
E01032090,207000
E01032088,245000
E01032093,227250
E01032094,175000
E01032095,210000
E01032092,209475
E01032096,168475
E01032097,229750
E01032098,244000
E01032099,269000
E01032101,199950
E01032100,243000
E01032102,260000
E01032104,225000
E01032108,150000
E01032106,282475
E01032107,
E01032103,162000
E01032105,242500
E01032111,177500
E01032114,178500
E01032112,189950
E01032113,230000
E01032110,302998
E01032109,211250
E01032116,247500
E01032118,170000
E01032115,169439
E01032117,205750
E01032119,175000
E01032121,200000
E01032695,229000
E01032688,217500
E01032690,271250
E01032694,215000
E01017458,283750
E01017453,250000
E01017455,272500
E01017457,242500
E01017456,377000
E01017454,300000
E01017460,597500
E01017461,306495
E01017463,345000
E01017459,330000
E01017462,335000
E01017465,330000
E01017464,381000
E01017471,135500
E01017469,239000
E01017470,365000
E01017467,293000
E01017466,190000
E01017468,285000
E01017474,197500
E01017476,267000
E01017475,210000
E01017472,
E01017477,
E01017473,185000
E01017478,260000
E01017481,261786
E01017479,267500
E01017480,233000
E01017484,162290
E01017483,285500
E01017482,449998
E01017485,400000
E01017486,300000
E01017487,264000
E01017493,243750
E01017490,192050
E01017492,205000
E01017488,280000
E01017489,215000
E01017491,258750
E01017496,382500
E01017495,389995
E01033432,309000
E01017501,192500
E01017499,152750
E01017502,160000
E01017500,160000
E01017498,275250
E01017497,242500
E01017504,300000
E01017503,279995
E01017508,221000
E01017507,253500
E01017505,224488
E01017506,205000
E01017512,275000
E01017509,
E01017510,220000
E01017511,283500
E01017517,243000
E01017513,227500
E01017514,225000
E01017516,270000
E01017515,252500
E01017523,
E01017522,215000
E01017519,215500
E01017521,205000
E01017518,218500
E01017520,250000
E01017527,289950
E01017526,282500
E01017524,317750
E01017525,255000
E01017528,296250
E01017533,345500
E01017529,280000
E01017532,386500
E01017531,230000
E01017530,325000
E01017534,306000
E01017537,220000
E01017536,159000
E01017539,205050
E01017535,344995
E01017538,180000
E01017540,515000
E01017541,368000
E01017543,386250
E01017542,400000
E01017545,395000
E01017544,320000
E01017547,413750
E01017546,358000
E01017550,266000
E01017549,281500
E01017548,299998
E01017552,260995
E01017551,306950
E01017553,283253
E01017554,299995
E01033431,290000
E01017372,355000
E01017373,360000
E01017375,345000
E01017371,425000
E01017374,305000
E01017378,250000
E01017376,233500
E01017377,327250
E01017379,351000
E01017380,310000
E01017383,275000
E01017381,293500
E01017382,292000
E01017385,259998
E01017386,249000
E01017384,272500
E01017387,290000
E01017388,438495
E01017389,320000
E01017390,338950
E01017392,410000
E01017391,315000
E01017393,385000
E01033194,316950
E01017394,291500
E01017397,348995
E01017398,593500
E01017399,277500
E01017400,277000
E01017402,342500
E01017401,367500
E01017405,270000
E01017404,421250
E01017407,285000
E01017403,264000
E01017406,369995
E01017408,348500
E01017409,325000
E01017410,310000
E01017411,396000
E01017412,452500
E01017415,397000
E01017413,488995
E01017414,335000
E01017416,315000
E01017417,345725
E01017418,253500
E01017421,462500
E01017420,440000
E01017419,440000
E01017423,375000
E01017424,385000
E01017422,432500
E01017425,360000
E01017427,296498
E01017428,285000
E01017429,328000
E01017426,355995
E01017431,229998
E01017432,315000
E01017430,238500
E01017436,287375
E01017433,217500
E01017434,232500
E01017435,270000
E01017441,364000
E01017439,400000
E01017440,270000
E01017437,281000
E01017438,310000
E01017443,264000
E01017444,334000
E01017442,343000
E01017445,377500
E01017446,350000
E01017449,383000
E01017447,343000
E01033188,374975
E01033189,420000
E01017450,377500
E01017452,307500
E01017451,510000
E01017557,234000
E01017555,229998
E01017556,260000
E01017558,255000
E01017559,340000
E01017560,290000
E01017561,450000
E01017562,414950
E01017563,380000
E01017564,305000
E01017567,231500
E01017566,590000
E01017565,375000
E01017569,250000
E01017570,275000
E01017568,240000
E01017571,505000
E01017572,375000
E01017575,268500
E01017573,306500
E01033193,299950
E01017576,320000
E01017577,282000
E01017580,220000
E01017581,229000
E01017579,315000
E01017578,276500
E01017584,254000
E01017582,305000
E01017585,312500
E01017583,290000
E01017586,383000
E01017587,650000
E01017588,447500
E01017591,251000
E01017590,344000
E01017589,235000
E01017592,236000
E01017594,280000
E01017593,325000
E01017597,271000
E01017595,275000
E01017596,269000
E01017598,330000
E01017599,233750
E01017600,231000
E01017601,225000
E01017602,232500
E01017603,262000
E01017604,299995
E01017605,266000
E01017607,505000
E01017608,362500
E01017606,408000
E01017609,194000
E01017611,344475
E01017614,325000
E01017610,285000
E01017612,312000
E01017613,335000
E01017615,410000
E01017616,245000
E01017618,342500
E01017619,220000
E01017617,285000
E01017622,292000
E01017620,315000
E01017621,347500
E01017625,355000
E01017626,378750
E01017624,251000
E01017623,209750
E01033190,299950
E01033191,281750
E01033192,275000
E01017632,532950
E01017627,380000
E01017629,532500
E01017628,372000
E01017631,371250
E01017630,685000
E01032961,199975
E01032955,217500
E01017634,245000
E01017639,417000
E01017635,305000
E01017636,335000
E01017637,349500
E01017638,535000
E01017640,386250
E01017641,385000
E01017642,466500
E01017643,465000
E01017644,265000
E01017647,371000
E01017646,248500
E01017645,187500
E01017649,326500
E01017650,347500
E01017648,383500
E01017651,415000
E01017652,408000
E01017653,257750
E01017654,245000
E01017655,235625
E01032962,283500
E01017658,455000
E01017657,485000
E01017661,195000
E01017660,256500
E01017663,245000
E01017662,259973
E01017659,241000
E01017664,270000
E01017667,271500
E01017665,230000
E01017668,242500
E01017666,215000
E01017669,318000
E01017670,415750
E01017672,485000
E01017671,417500
E01017674,337000
E01017673,440000
E01017676,482500
E01017679,450000
E01017677,759500
E01017680,440000
E01017675,435000
E01017678,407500
E01017684,527500
E01017683,522500
E01017682,500000
E01017681,440000
E01032960,525000
E01017690,255000
E01017691,355000
E01017689,284750
E01017692,190000
E01017688,230000
E01017687,312500
E01017694,349975
E01017693,399950
E01017696,410500
E01017695,330000
E01017697,240000
E01017700,375000
E01017698,299500
E01017699,242500
E01017701,440000
E01017702,525000
E01017704,620500
E01017703,530000
E01017708,232500
E01017705,330000
E01017706,275250
E01017707,
E01017711,212500
E01017712,210000
E01017709,265000
E01017710,270000
E01017714,599995
E01017713,261000
E01017715,505000
E01017716,420000
E01017718,410000
E01017717,452995
E01017720,397500
E01017719,336250
E01017722,271000
E01017721,260000
E01017723,249000
E01017724,252500
E01032958,371000
E01017728,362500
E01017729,446000
E01017726,401750
E01017730,350000
E01017727,470000
E01017731,314250
E01017732,390000
E01017733,432500
E01017734,453500
E01017735,432500
E01017738,360000
E01017737,342500
E01017736,321000
E01032956,301250
E01032957,211250
E01032959,300000
E01017739,741000
E01017740,520000
E01017743,497500
E01017741,634000
E01017742,441250
E01017745,630000
E01017744,630000
E01017746,602500
E01017747,470000
E01017749,495000
E01017748,365000
E01017750,762500
E01017751,1070000
E01017752,672500
E01017753,575000
E01017754,715000
E01017755,529000
E01017756,750000
E01017758,668250
E01017757,710000
E01017760,730000
E01017759,1210000
E01017761,560000
E01017762,1300000
E01017765,1125000
E01017763,635000
E01017764,887500
E01017766,899950
E01017767,487500
E01017768,670000
E01017771,411000
E01017770,325000
E01017769,426000
E01017773,450000
E01017774,500000
E01032609,410000
E01017776,485000
E01017777,676000
E01017775,525000
E01017779,845000
E01017778,610000
E01017780,375000
E01017781,315000
E01017783,710000
E01017784,854052
E01017782,1372500
E01017786,402500
E01017785,697500
E01017787,615000
E01017788,359000
E01017790,407500
E01017789,368000
E01017793,398000
E01017791,365000
E01017792,278750
E01017794,700000
E01017795,375000
E01017798,1392000
E01017796,557500
E01017797,1300000
E01017800,632500
E01017799,730000
E01017802,560000
E01017801,900000
E01017803,923750
E01017805,335000
E01017804,445000
E01017806,675000
E01017808,474950
E01017807,447500
E01017809,419250
E01017810,410000
E01017811,595000
E01017812,420000
E01017813,710000
E01017814,555000
E01017816,496000
E01017817,819000
E01017815,815000
E01017818,855500
E01017819,1320000
E01017820,722500
E01017821,1195000
E01017822,1037500
E01017823,654025
E01017825,425000
E01017826,572500
E01017824,565000
E01017828,375000
E01017827,430000
E01017829,770000
E01017832,625000
E01017830,522500
E01017831,595000
E01017833,810000
E01017834,462000
E01017835,465000
E01017841,555000
E01017837,222950
E01017836,337875
E01017839,222500
E01017838,347500
E01017840,467500
E01017842,560000
E01017844,335000
E01017845,299500
E01017843,392500
E01017849,460000
E01017847,435000
E01017848,596500
E01017846,418500
E01017850,297500
E01017851,333000
E01017852,341250
E01017855,402500
E01017856,310000
E01017854,480000
E01017853,390000
E01017857,275000
E01017858,312975
E01017860,314300
E01017859,380000
E01017861,350500
E01017863,422500
E01017862,407500
E01017867,417500
E01017868,530000
E01017865,500000
E01017864,530750
E01017866,830000
E01017874,425000
E01017871,615000
E01017869,510000
E01017870,427500
E01017872,594000
E01017873,465000
E01017875,1407500
E01017876,600000
E01017877,640000
E01017878,996500
E01017881,455000
E01017880,445000
E01032610,497000
E01017883,397500
E01017882,448500
E01017884,367500
E01017886,640000
E01017885,520000
E01017888,925000
E01017887,650000
E01017894,666500
E01017889,364000
E01017891,627500
E01017893,609975
E01017892,950000
E01017890,625000
E01017895,390000
E01017898,337000
E01017897,431250
E01017896,675000
E01017902,283000
E01017899,286000
E01017900,225000
E01017901,333500
E01017904,250000
E01017905,244000
E01017906,265000
E01017903,219500
E01017907,310000
E01017910,295000
E01017908,258750
E01017909,295686
E01017914,340000
E01017911,338725
E01017912,326000
E01017913,225000
E01017916,697500
E01017915,366000
E01017917,325000
E01017918,330000
E01017919,235500
E01017924,536000
E01017921,290000
E01017920,353500
E01017922,313500
E01017923,246500
E01017925,320000
E01017927,343000
E01017928,336000
E01017926,233500
E01017933,377000
E01017929,288000
E01017932,585000
E01017930,465000
E01017931,410000
E01017935,367000
E01017936,405000
E01017934,375000
E01017938,652500
E01017939,350775
E01017942,497500
E01017941,288750
E01017937,895000
E01017940,331250
E01017945,400000
E01017943,360000
E01017947,358750
E01017944,353500
E01017948,345000
E01017946,341000
E01017954,328000
E01017953,425000
E01017949,378750
E01017950,647500
E01017952,377500
E01017951,328250
E01017958,565000
E01017957,530000
E01017956,557500
E01017955,447500
E01017962,347500
E01017961,292500
E01017963,340000
E01017960,285000
E01017959,420000
E01017964,435000
E01017969,395000
E01017968,475000
E01017965,385000
E01017966,435000
E01017967,433000
E01032802,294750
E01017973,315000
E01017971,322500
E01017972,426000
E01032792,399995
E01017974,378000
E01017975,309000
E01017976,411150
E01017978,285000
E01017980,300000
E01017977,301000
E01017979,230000
E01017983,520251
E01032797,508750
E01017985,718500
E01017986,573500
E01017984,895000
E01017990,500000
E01017989,395000
E01017991,670000
E01017988,589000
E01017987,505000
E01017994,396500
E01017993,972500
E01017995,720000
E01017992,584000
E01017996,685000
E01017998,460000
E01017999,425000
E01018001,440000
E01017997,382500
E01018000,470000
E01018005,782500
E01032794,1407500
E01018002,624000
E01018003,580000
E01018010,492500
E01018006,415000
